userId,age,gender,country,cluster
80,2.933903194819822,0.0,1.7874048008113603,3
81,4.694245111711715,0.0,1.7874048008113603,4
83,2.933903194819822,0.0,0.3574809601622721,4
84,4.107464472747751,0.0,0.0,3
85,2.933903194819822,2.021722956442927,0.0,3
86,2.347122555855857,2.021722956442927,0.0,3
87,3.5206838337837865,2.021722956442927,2.5023667211359046,3
89,2.933903194819822,0.0,1.7874048008113603,1
90,1.7603419168918932,0.0,2.5023667211359046,2
91,1.7603419168918932,0.0,2.5023667211359046,1
92,3.5206838337837865,2.021722956442927,1.7874048008113603,5
94,2.933903194819822,0.0,0.0,2
95,4.107464472747751,2.021722956442927,3.5748096016227207,3
96,4.107464472747751,0.0,0.0,3
97,2.933903194819822,0.0,0.0,1
98,1.7603419168918932,0.0,1.7874048008113603,4
99,3.5206838337837865,2.021722956442927,0.0,3
101,2.347122555855857,2.021722956442927,1.7874048008113603,4
102,2.933903194819822,2.021722956442927,1.7874048008113603,4
103,1.7603419168918932,2.021722956442927,1.7874048008113603,1
104,2.347122555855857,2.021722956442927,1.7874048008113603,4
106,2.933903194819822,2.021722956442927,0.3574809601622721,6
107,2.347122555855857,0.0,2.5023667211359046,4
109,3.5206838337837865,0.0,0.3574809601622721,4
110,3.5206838337837865,0.0,1.7874048008113603,3
112,3.5206838337837865,2.021722956442927,0.0,6
114,4.107464472747751,0.0,1.7874048008113603,4
116,1.1735612779279287,2.021722956442927,1.7874048008113603,3
117,4.107464472747751,0.0,1.7874048008113603,4
119,2.347122555855857,2.021722956442927,1.7874048008113603,1
120,3.5206838337837865,2.021722956442927,2.5023667211359046,3
121,4.107464472747751,0.0,3.5748096016227207,4
125,0.5867806389639644,0.0,1.7874048008113603,7
127,1.7603419168918932,2.021722956442927,1.7874048008113603,4
129,2.347122555855857,2.021722956442927,0.0,1
131,2.933903194819822,0.0,1.7874048008113603,1
132,1.1735612779279287,2.021722956442927,2.5023667211359046,3
133,1.7603419168918932,2.021722956442927,1.7874048008113603,4
134,2.933903194819822,0.0,1.7874048008113603,4
135,2.933903194819822,0.0,0.0,5
136,3.5206838337837865,0.0,1.7874048008113603,4
137,2.933903194819822,2.021722956442927,1.7874048008113603,4
138,2.933903194819822,0.0,1.7874048008113603,3
140,3.5206838337837865,0.0,1.7874048008113603,3
141,1.7603419168918932,0.0,0.0,3
143,4.107464472747751,0.0,1.7874048008113603,3
144,2.347122555855857,0.0,1.7874048008113603,2
147,0.5867806389639644,2.021722956442927,1.7874048008113603,3
149,4.694245111711715,2.021722956442927,2.5023667211359046,4
150,2.933903194819822,2.021722956442927,1.7874048008113603,0
151,2.933903194819822,2.021722956442927,1.7874048008113603,4
153,2.933903194819822,0.0,1.7874048008113603,3
154,2.933903194819822,0.0,1.7874048008113603,5
159,4.107464472747751,2.021722956442927,1.7874048008113603,4
160,2.933903194819822,2.021722956442927,1.7874048008113603,4
162,1.1735612779279287,2.021722956442927,1.7874048008113603,1
164,2.933903194819822,0.0,1.7874048008113603,3
165,2.933903194819822,2.021722956442927,1.7874048008113603,3
170,4.107464472747751,0.0,0.0,5
171,2.347122555855857,2.021722956442927,1.7874048008113603,1
172,1.7603419168918932,2.021722956442927,1.7874048008113603,2
174,1.1735612779279287,2.021722956442927,3.5748096016227207,4
175,2.933903194819822,2.021722956442927,0.3574809601622721,5
176,2.347122555855857,0.0,0.0,1
177,0.5867806389639644,2.021722956442927,1.7874048008113603,2
178,3.5206838337837865,0.0,1.7874048008113603,4
183,3.5206838337837865,2.021722956442927,1.7874048008113603,4
189,3.5206838337837865,0.0,2.5023667211359046,4
191,2.347122555855857,2.021722956442927,1.7874048008113603,3
192,0.5867806389639644,0.0,3.5748096016227207,3
193,4.107464472747751,0.0,3.5748096016227207,3
194,3.5206838337837865,2.021722956442927,0.0,5
197,1.7603419168918932,2.021722956442927,1.7874048008113603,1
199,2.347122555855857,0.0,0.3574809601622721,1
200,2.933903194819822,0.0,1.7874048008113603,4
202,2.347122555855857,2.021722956442927,3.5748096016227207,4
203,1.7603419168918932,2.021722956442927,1.7874048008113603,3
205,1.7603419168918932,2.021722956442927,0.0,3
207,3.5206838337837865,0.0,1.7874048008113603,3
214,2.347122555855857,2.021722956442927,2.5023667211359046,4
219,2.933903194819822,2.021722956442927,0.0,3
221,2.347122555855857,0.0,1.7874048008113603,4
224,2.347122555855857,2.021722956442927,0.0,1
225,4.107464472747751,2.021722956442927,1.7874048008113603,3
228,3.5206838337837865,0.0,3.5748096016227207,3
231,1.7603419168918932,2.021722956442927,2.5023667211359046,3
243,1.1735612779279287,0.0,0.0,2
246,1.7603419168918932,2.021722956442927,0.0,3
247,4.107464472747751,0.0,0.0,5
259,3.5206838337837865,2.021722956442927,1.7874048008113603,3
261,4.694245111711715,2.021722956442927,0.0,5
262,1.1735612779279287,2.021722956442927,1.7874048008113603,2
263,2.933903194819822,0.0,1.7874048008113603,5
267,2.933903194819822,2.021722956442927,3.5748096016227207,4
270,0.5867806389639644,0.0,3.5748096016227207,3
275,2.347122555855857,2.021722956442927,1.7874048008113603,1
277,2.347122555855857,2.021722956442927,1.7874048008113603,2
288,2.933903194819822,0.0,1.7874048008113603,4
289,2.933903194819822,2.021722956442927,1.7874048008113603,4
298,3.5206838337837865,2.021722956442927,1.7874048008113603,4
299,3.5206838337837865,2.021722956442927,1.7874048008113603,4
300,2.347122555855857,0.0,1.7874048008113603,3
301,3.5206838337837865,2.021722956442927,1.7874048008113603,3
306,4.107464472747751,2.021722956442927,1.7874048008113603,4
