userId,age,gender,country,cluster
1,4.107464472747751,2.021722956442927,1.7874048008113603,3
2,2.347122555855857,0.0,1.7874048008113603,2
3,1.7603419168918932,0.0,1.7874048008113603,3
4,1.7603419168918932,0.0,1.7874048008113603,3
5,2.933903194819822,2.021722956442927,1.7874048008113603,3
6,2.933903194819822,0.0,1.7874048008113603,3
7,4.694245111711715,0.0,1.7874048008113603,4
8,2.933903194819822,0.0,3.5748096016227207,3
9,3.5206838337837865,2.021722956442927,1.7874048008113603,3
10,2.933903194819822,2.021722956442927,0.0,2
11,3.5206838337837865,2.021722956442927,1.7874048008113603,3
12,4.694245111711715,0.0,2.5023667211359046,4
13,0.5867806389639644,2.021722956442927,3.5748096016227207,3
14,1.1735612779279287,2.021722956442927,1.7874048008113603,1
15,2.347122555855857,0.0,0.3574809601622721,2
16,2.933903194819822,2.021722956442927,1.7874048008113603,3
17,3.5206838337837865,0.0,2.5023667211359046,3
18,3.5206838337837865,2.021722956442927,1.7874048008113603,3
19,4.694245111711715,2.021722956442927,1.7874048008113603,4
20,3.5206838337837865,0.0,1.7874048008113603,3
21,2.933903194819822,0.0,1.7874048008113603,3
22,3.5206838337837865,2.021722956442927,1.7874048008113603,4
24,2.347122555855857,2.021722956442927,0.3574809601622721,2
25,2.347122555855857,0.0,0.3574809601622721,6
26,2.347122555855857,2.021722956442927,0.0,3
27,3.5206838337837865,2.021722956442927,1.7874048008113603,3
28,5.28102575067568,2.021722956442927,1.7874048008113603,4
29,2.933903194819822,2.021722956442927,1.7874048008113603,3
30,3.5206838337837865,0.0,0.0,3
31,1.7603419168918932,0.0,1.7874048008113603,2
32,0.5867806389639644,2.021722956442927,1.7874048008113603,1
33,3.5206838337837865,2.021722956442927,1.7874048008113603,3
36,4.107464472747751,0.0,1.7874048008113603,3
37,0.5867806389639644,2.021722956442927,0.0,1
38,2.933903194819822,2.021722956442927,1.7874048008113603,1
40,2.933903194819822,0.0,3.5748096016227207,3
41,2.933903194819822,2.021722956442927,1.7874048008113603,4
42,1.1735612779279287,0.0,1.7874048008113603,4
43,4.107464472747751,2.021722956442927,1.7874048008113603,3
44,3.5206838337837865,0.0,2.5023667211359046,3
45,3.5206838337837865,2.021722956442927,0.0,3
46,2.933903194819822,0.0,1.7874048008113603,3
48,3.5206838337837865,0.0,1.7874048008113603,3
49,1.1735612779279287,2.021722956442927,0.0,2
50,1.7603419168918932,0.0,1.7874048008113603,1
51,1.7603419168918932,2.021722956442927,3.5748096016227207,3
53,2.347122555855857,0.0,1.7874048008113603,1
54,2.347122555855857,2.021722956442927,0.0,3
55,3.5206838337837865,2.021722956442927,3.5748096016227207,4
56,1.7603419168918932,2.021722956442927,1.7874048008113603,2
57,2.933903194819822,2.021722956442927,0.0,1
58,1.7603419168918932,2.021722956442927,1.7874048008113603,1
59,3.5206838337837865,0.0,3.5748096016227207,4
60,4.107464472747751,2.021722956442927,0.3574809601622721,6
61,2.933903194819822,2.021722956442927,1.7874048008113603,4
63,1.7603419168918932,0.0,1.7874048008113603,2
64,2.933903194819822,2.021722956442927,1.7874048008113603,3
65,2.347122555855857,0.0,1.7874048008113603,1
66,3.5206838337837865,0.0,0.0,3
67,4.107464472747751,2.021722956442927,1.7874048008113603,3
68,2.347122555855857,2.021722956442927,1.7874048008113603,3
69,2.347122555855857,2.021722956442927,1.7874048008113603,3
71,2.933903194819822,2.021722956442927,1.7874048008113603,4
72,1.7603419168918932,2.021722956442927,3.5748096016227207,4
73,1.7603419168918932,2.021722956442927,3.5748096016227207,4
77,2.933903194819822,2.021722956442927,1.7874048008113603,1
79,3.5206838337837865,2.021722956442927,1.7874048008113603,4
